imdbID,CurrencyBudget,CurrencyGross,Language
tt14208870,USD,USD,English
tt10999120,USD,,English
tt21438352,,,English
tt17220704,,,English
tt14807308,USD,USD,English
tt9764362,USD,USD,English
tt1596342,,,English
tt13320662,USD,,English
tt10168670,USD,USD,English
tt13495458,,USD,English
tt20917338,,,English
tt5533370,,USD,English
tt9071456,,,English
tt14668196,,,English
tt10298840,USD,USD,English
tt7693316,USD,USD,English
tt10931784,,,English
tt22814692,USD,,English
tt13007592,,,English
tt12003946,USD,USD,English
tt12530246,USD,,English
tt7775720,,USD,English
tt15745226,,,English
tt14369780,,,English
tt13874422,,USD,English
tt14402146,,USD,English
tt13833688,USD,USD,English
tt22394694,,USD,English
tt20853816,,USD,English
tt11364996,,,English
tt1630029,USD,USD,English
tt3915174,USD,USD,English
tt13622204,,,English
tt10640346,USD,USD,English
tt12193804,USD,USD,English
